patch_id,num_cells,cell_types,area_cells,tumor
119_image_png.rf.ccb624a607973a9a654ddb46916cb830.jpg,20,"0, 1, 2",7234,1
504_image_png.rf.111654d27f59fd8c175bf361046b72d2.jpg,49,"0, 1, 2",12823,1
490_image_png.rf.436d00fd525c4ce5ca509d173ea2ed82.jpg,13,"0, 1, 2",6281,1
553_image_png.rf.9698877f8367f24882a9a6e937c296ff.jpg,22,"0, 1, 2",7619,1
500_image_png.rf.460e1f7204459537ee88f30b319466ac.jpg,22,"0, 1, 2",6441,1
467_image_png.rf.e96bf87d6fa3870c469c50178f671969.jpg,31,"0, 1, 2",9587,1
264_image_png.rf.afd00569927feb7c2a958d2d03cce96d.jpg,73,0,10450,0
374_image_png.rf.c4b4d62365186a7ae4ea57271c57a86e.jpg,20,"1, 2",10095,1
354_image_png.rf.5a3b8455f0f818705cce010d58ef2d23.jpg,11,2,5076,0
289_image_png.rf.9c7a0a3ef41c032907b051e2bf379e02.jpg,95,0,10889,0
108_image_png.rf.ac5995933d96c79585d7f90ea8389c9d.jpg,31,"1, 2",16357,1
314_image_png.rf.a65a4edd0fe15a5c260417749e283efe.jpg,79,"0, 1",7598,1
365_image_png.rf.ee04adad97717f5e73e545fe9c997880.jpg,11,2,4449,0
320_image_png.rf.e7f1e89e8c7143f4540b31bcc413e3c4.jpg,69,"0, 1",9897,1
198_image_png.rf.cffc418613fc19731fcfe3dea189248e.jpg,31,"1, 2",12779,1
127_image_png.rf.59401037badf2e121bb46b48fcbfaa5f.jpg,15,"1, 2",9561,1
637_image_png.rf.d052d6740133601b1531acd02fb4a34c.jpg,25,2,10991,0
317_image_png.rf.71ea54e9e4d23da2fea329f88f910fec.jpg,89,0,10582,0
155_image_png.rf.d7dcc9c7053d7f3d62bafa8777433f20.jpg,49,"0, 1",12503,1
422_image_png.rf.61b15dc82d161fe30498c519fd24ccd0.jpg,26,"1, 2",10378,1
245_image_png.rf.b20a8b5ef260de4890069a516c15319f.jpg,53,"0, 1, 2",6992,1
498_image_png.rf.ac77d61e655f2ae14e6b5ed06849b37b.jpg,28,"0, 1, 2",8717,1
590_image_png.rf.7d3215059d5c223003148e33a68f99ad.jpg,23,"1, 2",8815,1
59_image_png.rf.1250620b5e9cd523bd24201659691add.jpg,15,"1, 2",9441,1
437_image_png.rf.8b9c5400eb92a81f075c59cd15e26b9d.jpg,24,"0, 1, 2",7472,1
512_image_png.rf.f7025a217db9e3cbfcafa23f0c62988e.jpg,64,"0, 1",16414,1
123_image_png.rf.33fbb64f3d27e2f47ef0eb8ab82f9171.jpg,36,"1, 2",22996,1
55_image_png.rf.8b66d7680aa3b685e2f88bd7fcf8828b.jpg,9,"1, 2",5520,1
206_image_png.rf.f06cc10f730213403e1f236d1c9ebbfe.jpg,100,0,5865,0
339_image_png.rf.296d1adb4b969093ef04a1080ed0af2b.jpg,100,0,5833,0
139_image_png.rf.a7fd6f537197bd8bffe7ec405409829f.jpg,32,"0, 1, 2",7984,1
429_image_png.rf.23606f2fc9d789833a5e4ea7e95afde3.jpg,28,"1, 2",9023,1
397_image_png.rf.d34432c065a3a5c4cf54a1ec3e0dc7e9.jpg,9,"1, 2",2490,1
81_image_png.rf.0471b80a0153bb1a9dafbda20c2d28aa.jpg,14,"0, 1, 2",6412,1
589_image_png.rf.0ba9f399ee0321941f39d6d553cbd085.jpg,17,"0, 1, 2",5892,1
545_image_png.rf.9435914021a2e1f002cc100967635180.jpg,16,"0, 1, 2",4840,1
93_image_png.rf.5c867d1968b58f1be37908ec5cc29295.jpg,41,"1, 2",15877,1
712_image_png.rf.479e3d3d4a4062a166b558c4aa012771.jpg,39,2,15146,0
352_image_png.rf.c3952fbdcbcb4f4eabc53350c0d1bbb9.jpg,13,"1, 2",4918,1
32_image_png.rf.a7f9b4fee62495a0ee198a207a1b74e2.jpg,9,2,4287,0
71_image_png.rf.ad31808cb550f72e23b5deedbd4f7bca.jpg,34,"0, 1, 2",5955,1
464_image_png.rf.ad0238a4c111fcf11db74ee725194c77.jpg,69,"0, 1",17096,1
431_image_png.rf.703719cc1c181228799a103682a55c32.jpg,25,"1, 2",8964,1
164_image_png.rf.bb60d4f3afe85c9c1d0b03557345a4a4.jpg,20,"0, 1, 2",12980,1
590_image_png.rf.e3523b3421498a26d86c2bb4fb24ac58.jpg,21,"1, 2",8153,1
602_image_png.rf.805d1ee57a3ad29a127b4a8d0ffc8c6f.jpg,26,"1, 2",10658,1
639_image_png.rf.e6c6264405e2d563a76d87783accb775.jpg,22,"1, 2",9021,1
382_image_png.rf.cee8ffccba539a5242980f714be195a8.jpg,10,"1, 2",3645,1
675_image_png.rf.a84d22e4171bd3b4957161a95bf0f7c3.jpg,65,"0, 1",16316,1
431_image_png.rf.74ad59bb685ccbf84fdd6944da7a9af0.jpg,24,"1, 2",8773,1
561_image_png.rf.0be9eb2fb58158e7941b99cfaa9e36f0.jpg,32,"0, 1, 2",12934,1
75_image_png.rf.5a351f6fc0673652018cdd3506959f3d.jpg,39,"0, 1, 2",7105,1
569_image_png.rf.d0a64025a54c05bdaa4f2c1f48d1d3a4.jpg,19,"0, 1, 2",11762,1
143_image_png.rf.02ff86f83da7d47d0bdfd22ca1a0f5ca.jpg,27,"1, 2",10871,1
134_image_png.rf.216d91c434cb0fd2dfa4a23a54f8c40f.jpg,89,"0, 1",22177,1
648_image_png.rf.7cc1c65daf7087a38a102c7b67a2a58b.jpg,27,"0, 1, 2",8235,1
145_image_png.rf.3d60035391b6a3144528c118ab815670.jpg,26,"0, 1, 2",9088,1
116_image_png.rf.4220f4ca1a655e33f34aa571911113b6.jpg,28,"0, 1, 2",11104,1
283_image_png.rf.6f0ede4aeda891f2bc385427099edc8e.jpg,62,"0, 2",8201,0
525_image_png.rf.982997f02264ec94467937959ae6bb65.jpg,30,"1, 2",13090,1
38_image_png.rf.5c7e87f901850edeaf6d87b0538ba683.jpg,18,"1, 2",8330,1
571_image_png.rf.ff416a2431701f94f367bac25912d320.jpg,12,"0, 1, 2",4087,1
160_image_png.rf.7fa7dd15960b1464d32f4d9cb3f18645.jpg,28,"0, 1, 2",7841,1
104_image_png.rf.524497c9c1f9eb994d799e95811ef458.jpg,20,"1, 2",8836,1
229_image_png.rf.df259ff65ce46562ec94f54c406d745f.jpg,100,0,11548,0
446_image_png.rf.0a3ee6a259c243080557a824a7760049.jpg,10,"1, 2",5774,1
625_image_png.rf.ff8a63e8058507ac26324ddd58b1db6d.jpg,25,"1, 2",10591,1
646_image_png.rf.7852b5470d2024796e1670cffb5b5969.jpg,44,"0, 1, 2",12884,1
142_image_png.rf.bb638ab06f914ef20932c42c85ade550.jpg,28,"0, 1, 2",10486,1
560_image_png.rf.1150215ff94e6ff151a16a9113cf474b.jpg,19,"0, 1, 2",8779,1
373_image_png.rf.487b404bf1c12a77aff7e44809b680dc.jpg,37,"0, 1, 2",8779,1
440_image_png.rf.237181b86d3d6bbbe5d2720dbfdb8617.jpg,23,"1, 2",8335,1
702_image_png.rf.d6db2b1b1d9d857d937558c1e3258820.jpg,37,"1, 2",15904,1
369_image_png.rf.ad19ba8f2b11a625ac6ed79ee850f945.jpg,21,"0, 1, 2",8352,1
139_image_png.rf.b9d6c19147ed9bb16f2ec2a55edd9df6.jpg,31,"0, 1, 2",7579,1
293_image_png.rf.e8d7d38ecc9b3a8f6c0f561ca2ea2f89.jpg,87,"0, 1",11250,1
162_image_png.rf.05eb7713fecd7dae202249c6f418c013.jpg,20,"0, 1, 2",7480,1
627_image_png.rf.e0359360463d86109abf8f08e32b40cd.jpg,43,"1, 2",16095,1
232_image_png.rf.c2a061fe64524347e9774792457ef928.jpg,91,"0, 1",14460,1
108_image_png.rf.2ba3d39ad6f93aec22238eb6f727b106.jpg,27,"1, 2",14790,1
227_image_png.rf.f281df607023448913e72710f40f3827.jpg,100,0,5937,0
331_image_png.rf.2842d17060e4c77c05da82c96d8c4b5e.jpg,59,"0, 1",8845,1
136_image_png.rf.f1d6957fb0e43e20abead74675edb833.jpg,33,"0, 1, 2",10760,1
545_image_png.rf.2960b3d179590a7a5482aa8fc453cc0e.jpg,16,"0, 1, 2",5200,1
723_image_png.rf.c271a16485f6d41b4b7ccc121f81a332.jpg,29,2,11442,0
616_image_png.rf.cf116aa651955fb5a193cf1ff0f3e332.jpg,41,"1, 2",15876,1
249_image_png.rf.f210928486c3693b57a096cb90ce09b4.jpg,71,0,8808,0
181_image_png.rf.e7a9e18d111b86e5d1467753bb0d4858.jpg,36,"0, 1, 2",16414,1
546_image_png.rf.b76b3289fd3386d60be1911b8a6ecf10.jpg,23,"0, 1, 2",6280,1
513_image_png.rf.4855785335e89ff8322abbf25058116f.jpg,9,"1, 2",3715,1
253_image_png.rf.8a7cf6e18f82cbc83c382f50c527ed21.jpg,78,"0, 1",10330,1
211_image_png.rf.0d1d376943d87da104ed682bb58b44be.jpg,100,0,5758,0
316_image_png.rf.3260311b98406eb7122dde876331b0d9.jpg,100,0,11433,0
420_image_png.rf.0943063a5f590165a14751636b460e2e.jpg,20,"1, 2",6503,1
317_image_png.rf.d51c4ef937fc9af32695ce7d0c9df07e.jpg,93,0,10593,0
212_image_png.rf.cfb2425e0bb2b1276e8d0f890e4321b9.jpg,100,0,5696,0
398_image_png.rf.a1efe86b09d1563fa4e8cb773359f286.jpg,13,"1, 2",4934,1
36_image_png.rf.76ea2941f7ad6f532cde304297625ff9.jpg,19,"1, 2",9298,1
263_image_png.rf.ec4ae142672b86b78b70b457a8f4885c.jpg,77,"0, 1, 2",11195,1
251_image_png.rf.f247abc5733243a97926fa76847b8033.jpg,100,0,10314,0
338_image_png.rf.b15ee158d2c26f4782e17578c4bf0378.jpg,100,0,5794,0
145_image_png.rf.c038dc264b77a404665485c2db6f37a4.jpg,24,"0, 1, 2",8504,1
167_image_png.rf.005b50691c3d6ffca9ca20527ce5d842.jpg,36,"0, 1, 2",8112,1
316_image_png.rf.e6f6cf0161bb1f56e799dcb93ffede0a.jpg,100,"0, 2",11705,0
645_image_png.rf.d3fc9eca6a50ab27422f2fcde931a2e9.jpg,9,"0, 1, 2",2485,1
73_image_png.rf.6461e6498c753d0bca9fb25e882fbf21.jpg,31,"0, 1, 2",6168,1
526_image_png.rf.1d947705bffb61db10d3d1a3808d7b47.jpg,22,"1, 2",9281,1
49_image_png.rf.71800eff1e0970c7babd5f58e2d24e96.jpg,16,"1, 2",7887,1
115_image_png.rf.3ff05c93cb22362cec028c807bcc436f.jpg,36,"1, 2",16793,1
163_image_png.rf.b9c2aa5b0ec24d4adbf7e18fb0b53758.jpg,13,"0, 1, 2",6533,1
357_image_png.rf.90653c4709327589f27a6d86bc201b5d.jpg,17,"1, 2",6472,1
314_image_png.rf.1d91c12465e53e1b703ebcab0df589e3.jpg,77,"0, 1",7322,1
364_image_png.rf.e07d57304c86d80f9d8d01783531455a.jpg,17,"0, 1, 2",4726,1
666_image_png.rf.e0683f98138b146c712a78513c5beb99.jpg,82,"0, 1",21581,1
447_image_png.rf.5c25715992888dd89c4f0291f413625b.jpg,21,"0, 1",5863,1
699_image_png.rf.679d55c4c1ad8f7f732cb8fa5b40c991.jpg,20,"0, 1, 2",6239,1
655_image_png.rf.3ec845f20df34ee46a887e2f79295b75.jpg,26,"0, 1, 2",10427,1
514_image_png.rf.d4187166dec2ea5dd0a6e167a1bb3e39.jpg,52,"0, 1, 2",13918,1
105_image_png.rf.e92f8ccbda76922a9ee6233fca67ac39.jpg,31,"1, 2",15842,1
99_image_png.rf.81f1b8693b4182954e207ede2ed9c280.jpg,27,"0, 1, 2",8589,1
93_image_png.rf.d28d620c2c8556be609077cead247beb.jpg,42,"0, 1, 2",16837,1
660_image_png.rf.fe69c3144de4aff73ef8eaa8ed574ab7.jpg,55,"0, 1, 2",15708,1
588_image_png.rf.96fb76803ebe2805c5f39adb2163cddd.jpg,26,2,9203,0
222_image_png.rf.166eb08ac70095ec2122f706c1cf305c.jpg,100,0,5450,0
659_image_png.rf.917eeafc30e378cc51baaa8b8bb62e45.jpg,57,"0, 1",15067,1
269_image_png.rf.33c66a78f4ec02f6b0bbd13647a2dcb0.jpg,60,"0, 1",7400,1
710_image_png.rf.a94a4708771cdea1181e39cc50cd3b94.jpg,9,"1, 2",6105,1
488_image_png.rf.b4b783e3835ba77906b5fc616b5131b1.jpg,17,"0, 1",6267,1
714_image_png.rf.1b66100a8202dd487ebd038cad39276a.jpg,32,"1, 2",13836,1
620_image_png.rf.15d220967bbfe3c5d00103c69e3bebd4.jpg,32,"1, 2",13991,1
388_image_png.rf.6305ca229a36b5a956a362b9e3bdedc2.jpg,11,"1, 2",4278,1
203_image_png.rf.6db1551c82d15d78148ddcafd41ebc1d.jpg,100,0,6065,0
379_image_png.rf.9091ebfc47f3a19e645b6f0bd0d78ef5.jpg,19,"0, 1, 2",8554,1
57_image_png.rf.658409a56ece1ac26db9e15daa5d8312.jpg,12,"1, 2",3935,1
207_image_png.rf.e1493e7a3b625cb53cb06d119de28fcf.jpg,100,0,6135,0
286_image_png.rf.7ab92cf5d1cd74c526c4c3894992b0e4.jpg,63,"0, 1, 2",8392,1
217_image_png.rf.326600a1ddeaf8d53818ae61db4ff39e.jpg,100,0,5725,0
665_image_png.rf.1788635ae063c42e71babdeb103745ad.jpg,80,0,19036,0
58_image_png.rf.70b0060cec6ddcd8843783bcb6edab85.jpg,18,"1, 2",7043,1
508_image_png.rf.76f8c2d6c6a57c49c1fc0dc97e3210a3.jpg,26,"0, 1, 2",9096,1
209_image_png.rf.67b6c82bad4a5a392f2b19f42d7ac7dc.jpg,100,0,5824,0
120_image_png.rf.28b958ed70fa08ddaa6de5b1470f1be2.jpg,26,"1, 2",13013,1
85_image_png.rf.b2e49833a54fb6bcbf05049595e65d6e.jpg,20,"0, 1, 2",8520,1
584_image_png.rf.beac3d8d6151d2e77958579f82b8fd7c.jpg,28,"0, 1, 2",11920,1
208_image_png.rf.5d66e78c09c31b250cf3a34aa33a923e.jpg,100,0,5808,0
198_image_png.rf.949adee5a3b0fb6991ea40b260546976.jpg,27,"1, 2",12865,1
709_image_png.rf.4de4b9da80ea33481cad72d07fd07aa6.jpg,37,"1, 2",16905,1
371_image_png.rf.b6a5bdad1981b4013ceee6afe1053a9d.jpg,25,"1, 2",8229,1
525_image_png.rf.4b11f506d928729587b59b927908da23.jpg,27,"1, 2",12132,1
654_image_png.rf.6eec4d5c3498e2b578316a09ad0822e8.jpg,45,"0, 1, 2",16221,1
42_image_png.rf.b0245118ec9b68a9b9a4d8a0611abf82.jpg,17,2,7818,0
37_image_png.rf.f467480cb6f4978dda8497d93ff87f2d.jpg,24,"0, 1, 2",8250,1
156_image_png.rf.60b06541c9551541b1abdd43eb02ca7a.jpg,15,"1, 2",7988,1
371_image_png.rf.8efe73bf54b074c959ca83bf60425b07.jpg,28,"1, 2",10207,1
192_image_png.rf.9725cda226451309795b9a702a5bcb45.jpg,38,"0, 1, 2",15095,1
178_image_png.rf.1c12bee97e77a47efd93c9f5d2a3ff74.jpg,40,"0, 1, 2",16372,1
436_image_png.rf.b6c18f491feb739f99204e4396b2bfa2.jpg,19,"0, 1, 2",5130,1
529_image_png.rf.5956f183a5e18f3a724866ccd80f8482.jpg,48,"0, 1, 2",12983,1
222_image_png.rf.16dadb7f59f951bd13d722f011e71308.jpg,100,0,5694,0
380_image_png.rf.5da4100320dcdd56ce08b9643514c5c1.jpg,10,"0, 1, 2",6551,1
546_image_png.rf.e2c861005113de137cc71cab31ac8919.jpg,22,"0, 1, 2",6267,1
50_image_png.rf.77c4b17403ddb10062b6d20682ab514f.jpg,14,2,6717,0
352_image_png.rf.de95443ee8808c84e3da151893cdd330.jpg,12,"1, 2",4272,1
717_image_png.rf.dd39063fb27f1f84e3a20a30a682b145.jpg,46,2,20058,0
638_image_png.rf.d244e52594cee15a3879f9e62886c213.jpg,25,"0, 2",9902,0
607_image_png.rf.8abaf9e6b5088321812607c52c6a2ed8.jpg,50,"0, 1, 2",19314,1
703_image_png.rf.2d5b6a55462fc98844d8caf72705ce7c.jpg,35,"1, 2",15551,1
304_image_png.rf.e573d6a9cfbb27bb8711ab4cb8764677.jpg,46,"0, 1, 2",6142,1
277_image_png.rf.548a70d66d447b2dbf91a4700e011675.jpg,95,0,10517,0
715_image_png.rf.bf46dae85b68bc816ddcec6d049879e4.jpg,38,"1, 2",14986,1
587_image_png.rf.0c2516e1fa8b7a54e0bea27a02f17125.jpg,26,2,9653,0
565_image_png.rf.f9e8f46ff917215e2c7ea73029d9d357.jpg,21,"0, 1, 2",6899,1
720_image_png.rf.fff7dfe93b3bab52186ab92c41974c39.jpg,24,"1, 2",9082,1
136_image_png.rf.a69f9814e7d7197737dbc5ed6b753711.jpg,36,"0, 1, 2",11295,1
429_image_png.rf.1dfb276918852b91952f566acbddbf92.jpg,29,"0, 1, 2",8791,1
50_image_png.rf.d953a8584fea60507b83214bb45c58e3.jpg,11,2,5435,0
249_image_png.rf.b77390b2d48d2e2078cdcb969afdfba3.jpg,81,"0, 1",9916,1
474_image_png.rf.83cf6fb4db6ebf1cc152cedb731512bb.jpg,27,"0, 1, 2",9212,1
113_image_png.rf.ea284f5286cab48aaf4e63a151641b16.jpg,26,"0, 1, 2",10264,1
552_image_png.rf.ef3a256dcb5aad7ba25b710b95388838.jpg,12,"1, 2",6199,1
495_image_png.rf.a7a312a823ff9752ac80a582068955d5.jpg,35,"0, 1",8089,1
390_image_png.rf.2ed0b396b0ebfabc1f16af0fe1d9b62f.jpg,13,"1, 2",6289,1
127_image_png.rf.e34a41ceafcfbf6f64de937073cefb1f.jpg,13,"1, 2",9089,1
88_image_png.rf.c016e5ab430ba78c32d743d6476d456a.jpg,41,"1, 2",17259,1
674_image_png.rf.6ef9fe3bf9b00747674240c55bd1f170.jpg,84,"0, 1",22171,1
596_image_png.rf.f75cfe0196fd56f760881844967594dc.jpg,35,"1, 2",13693,1
443_image_png.rf.b65c7b5d9742ad4b77a31233cd5154ca.jpg,20,"0, 1, 2",8237,1
460_image_png.rf.04b1ce095a71de3f4a26fd3aac7cdff6.jpg,31,"0, 1, 2",12585,1
683_image_png.rf.79e8457753dbf4b636d29b8133f15045.jpg,21,"1, 2",8784,1
198_image_png.rf.f2fb6405c032aad70e8808d63e258213.jpg,30,"1, 2",13318,1
450_image_png.rf.e542707ccc31a4bd14441b0f6ce8db7b.jpg,27,"0, 1, 2",7209,1
219_image_png.rf.ea5ef8e746a6f5e1057f25cb02894ccc.jpg,100,0,5719,0
477_image_png.rf.e299de44a4e7a9c37881e75793baec8f.jpg,75,"0, 1",18280,1
55_image_png.rf.598c27ea2fe5f5a3ca3d14757893eba6.jpg,8,"1, 2",3256,1
353_image_png.rf.ddff6855a37cd8c377f3f4049f749ec8.jpg,17,"1, 2",6798,1
701_image_png.rf.ceb0f232cf7e2f14584ec6698e2f9e97.jpg,20,"1, 2",8479,1
473_image_png.rf.c29e4cd71df35b6e9bb4a6f4c71a07a2.jpg,25,"0, 1, 2",9398,1
493_image_png.rf.b002d3adbd5d743fd7b89ad7d5197f92.jpg,48,"0, 1",12598,1
620_image_png.rf.7b0dfa37ff1643807303936ee09d5abf.jpg,30,"0, 1, 2",13491,1
230_image_png.rf.d2e51b8a0277a1ec52da813826193a77.jpg,80,0,10967,0
565_image_png.rf.529bdd499e2b80d7e1d0131100ac8113.jpg,19,"0, 1, 2",6585,1
201_image_png.rf.c36aa14c912de10e098503aa799af77f.jpg,25,"0, 1, 2",10770,1
381_image_png.rf.93d38184bfdc19ad06fcbdb2b25288e6.jpg,8,"1, 2",3095,1
640_image_png.rf.9d38dc92a650d5fb809e6648001cb12f.jpg,12,"1, 2",4451,1
593_image_png.rf.51ff43c248e51710918a422b9a37fc7d.jpg,16,2,6989,0
395_image_png.rf.e4bce3bbe38241a8cb9780d8414f470b.jpg,13,"1, 2",6319,1
163_image_png.rf.1101bc7cef7011e09c4ef7c67f7fcec8.jpg,12,"0, 1, 2",6810,1
717_image_png.rf.37f06b1f38aa5cd7bbbc99d95bc0fb5f.jpg,44,2,18730,0
708_image_png.rf.63d70241187da4607270eb589c042572.jpg,40,"1, 2",17673,1
85_image_png.rf.4e1d02f897ab549b6bb8308f03424cb9.jpg,19,"0, 1, 2",8608,1
119_image_png.rf.b5be582c9bc3ffb30a99eace78da217c.jpg,25,"0, 1, 2",9704,1
39_image_png.rf.7ad4ab691830738c94f1d9b50986d53b.jpg,17,"1, 2",6975,1
713_image_png.rf.988078a3b469801a43362d6892857264.jpg,37,"0, 1, 2",14652,1
447_image_png.rf.f164c9e3a6b972274d5a20c4d8220ee1.jpg,24,"0, 1, 2",6380,1
602_image_png.rf.d61ae15addd70f5c126aed3b3c957f57.jpg,25,"1, 2",10695,1
561_image_png.rf.d65766342335a7a67f8126cfb0c9405f.jpg,28,"0, 1, 2",10013,1
114_image_png.rf.95fcd4cd3b6d742634104e799eb124fc.jpg,31,"1, 2",15877,1
600_image_png.rf.96792946731aa13a965a63356bfff4f0.jpg,9,"0, 1, 2",3499,1
41_image_png.rf.417aa0f03e5fe3eae2638dc2c787f4c2.jpg,22,2,10571,0
257_image_png.rf.1de5dc08ac21d805bc8965e357057204.jpg,60,0,8169,0
2_image_png.rf.58259fcf34466abfde554106d0c4f5ff.jpg,13,"0, 1, 2",5774,1
95_image_png.rf.4d1ca1ce1e9b8b15fddec3c00f020133.jpg,42,"1, 2",17838,1
245_image_png.rf.8db7e9abecb4204203849beb23be6db7.jpg,60,"0, 2",7346,0
203_image_png.rf.a2c551b40c38a784bf98e49e3b126762.jpg,100,0,6045,0
530_image_png.rf.fbaabfa7e6d9d89972249bcd4670615c.jpg,33,"0, 1, 2",10688,1
601_image_png.rf.f38ebc2c7b6fd84966b0ebcb5f387f49.jpg,11,"1, 2",3382,1
632_image_png.rf.11d354aa2a56ea24b03ebf13a0cc8e7a.jpg,23,"1, 2",8793,1
582_image_png.rf.95dd34641fa200b08a8606c0732688fb.jpg,39,"0, 1, 2",8274,1
559_image_png.rf.e2fc20a114c73544246b7a8bb843f2bf.jpg,14,"1, 2",9047,1
637_image_png.rf.6e57657f03919515cff592d23b5d1cab.jpg,24,2,10741,0
173_image_png.rf.764285221e08371804193b19747f2b8b.jpg,40,"1, 2",16987,1
39_image_png.rf.4e839a28d6d9995ecfcfb47cae065481.jpg,15,"1, 2",6157,1
526_image_png.rf.ee522d23127d3a871c3d1382d1b5680e.jpg,23,"1, 2",9495,1
274_image_png.rf.dadda0af6df2a2b02c1e0a163e4e1507.jpg,51,"0, 1",6347,1
377_image_png.rf.a76be6d5be823f91e2933f5376c50068.jpg,18,"1, 2",6974,1
270_image_png.rf.0de2c05019cb45429d50db74b8d5809f.jpg,60,"0, 1",7737,1
435_image_png.rf.482db1291f33ff038d823337bd1317ce.jpg,22,"0, 1, 2",8765,1
569_image_png.rf.7cc0ad685e1c2b4abf0f19e55e42a575.jpg,26,"1, 2",14840,1
358_image_png.rf.37de9174c23446aab258aefb10d2cfda.jpg,12,2,5927,0
643_image_png.rf.04a4207d6f3292d7b273f469a5b4edc3.jpg,63,"0, 1",18740,1
512_image_png.rf.2d155e0932ed3712349769d5f2893d70.jpg,62,"0, 1, 2",16683,1
649_image_png.rf.62bdb853802f31dac0bf526bcd44c518.jpg,50,"0, 1, 2",13882,1
272_image_png.rf.ce06bd839e6927f2af15b19d912142ee.jpg,54,"0, 1",7016,1
718_image_png.rf.4ba79df138ef0916d51100cc4aa8ea62.jpg,34,"1, 2",14393,1
437_image_png.rf.11b764ee6c05842fd539c2741d712c1a.jpg,26,"0, 1, 2",8114,1
158_image_png.rf.1749ac66cde54739dffa612538c11c2f.jpg,50,"0, 1, 2",10054,1
138_image_png.rf.48b14aaf650ae7a36cca7082ffc17067.jpg,75,"0, 1",18945,1
608_image_png.rf.a4f0080768b33fe09253712ba355b053.jpg,35,"1, 2",15970,1
460_image_png.rf.501a9a51b322807a1391cc54f4b77af2.jpg,29,"0, 1, 2",11320,1
43_image_png.rf.973fcee9cfa4d4ffdfae4dae77e1e6c9.jpg,21,2,10934,0
298_image_png.rf.54dbe55b5814de35d9d6b223ad7ae2fc.jpg,44,"0, 1, 2",7064,1
248_image_png.rf.8423724bf0aa1aabf1478da42c4c5da8.jpg,89,"0, 1",10621,1
668_image_png.rf.119506c4ed94c000145f8a686d0cf34b.jpg,71,"0, 1, 2",19664,1
647_image_png.rf.fd47192073dad3b7d3da7412daffbe56.jpg,47,"0, 1, 2",13531,1
600_image_png.rf.f63d909f6fa87fffeaff7711065156b9.jpg,7,"0, 1, 2",2763,1
438_image_png.rf.415f5a3b19fdbf89d9cab711bb0edf5c.jpg,26,"1, 2",7788,1
199_image_png.rf.6a00c781f33434fb13060ca03bfbcb27.jpg,22,"0, 1, 2",10462,1
400_image_png.rf.09b76a40a68bd26345d8eb51ab5533c1.jpg,13,"1, 2",4364,1
640_image_png.rf.24a747713f8868b873b50f0836bd1e52.jpg,10,"1, 2",3907,1
217_image_png.rf.e670481eafff688077f28c1e71cd05bb.jpg,100,0,5835,0
127_image_png.rf.6629f1f08833ea09bb23a3b921bbbc72.jpg,16,"1, 2",10800,1
376_image_png.rf.6a7f9bc39bf73cd04b78af5e31116fd8.jpg,27,"1, 2",14647,1
594_image_png.rf.b73ffa0bd7416282ae5099141d4d53c2.jpg,26,"1, 2",9033,1
156_image_png.rf.5d35a902c2387e21534ad546a7597cea.jpg,14,"1, 2",7823,1
702_image_png.rf.8d49ace1c67e302ec12b3cd8d9ef192f.jpg,33,"1, 2",14564,1
433_image_png.rf.8f699e32260d38b637ca61c12289e690.jpg,24,"0, 1, 2",7707,1
369_image_png.rf.34fcbe8417141b576d1081dc53b96a19.jpg,21,"0, 1, 2",8495,1
505_image_png.rf.080aff8a066d919be76b55cfc199136f.jpg,62,"0, 1, 2",16492,1
365_image_png.rf.58eba57f768c6a96930020579d21b4d2.jpg,16,"0, 2",6373,0
376_image_png.rf.b900ec4ccb804323d2d139fb414a86ce.jpg,26,"1, 2",13900,1
572_image_png.rf.1dde7992aed8615ba8b3ea45764be81e.jpg,20,"0, 1, 2",5849,1
601_image_png.rf.ad4abb81ef448a9473269a5cc17bf56f.jpg,12,"0, 1, 2",3412,1
395_image_png.rf.b9c2e6a6e181468c412fac11c1267e71.jpg,13,"1, 2",6790,1
49_image_png.rf.d4a85e56f3548ec82df6167cd82119fd.jpg,18,"1, 2",8801,1
225_image_png.rf.7b2a08f5551575516bed231ad80835e9.jpg,61,0,6168,0
170_image_png.rf.3b074fe5fd9cde588724bcee2f6a2b93.jpg,28,"1, 2",12092,1
715_image_png.rf.1bdc3e7e9410ebabb0b1d68a749e1f4b.jpg,40,"1, 2",15934,1
100_image_png.rf.a851c961b8f0d812b1622d99ba9467c1.jpg,25,"1, 2",10271,1
227_image_png.rf.65b77a7f895565751f6d37261be06c7c.jpg,100,0,5894,0
562_image_png.rf.5d1610f1f19c56fe491dcfa19a5fd82a.jpg,22,"0, 1, 2",9092,1
439_image_png.rf.c5920aaa3a45b5063f9cfcbcc7cfea7c.jpg,25,"1, 2",9453,1
192_image_png.rf.97fc62cf4c4fe03fbe7aa87d0fd6137a.jpg,41,"0, 1, 2",16022,1
176_image_png.rf.585c302c2afa397536524fde88caa6e4.jpg,40,"0, 1, 2",15530,1
383_image_png.rf.2a16fd1776eaedd31d6ffc1c1f21a3c4.jpg,13,"1, 2",5853,1
539_image_png.rf.d5800d01ae82bdb6888410d17f7f7c78.jpg,25,"0, 1, 2",9302,1
665_image_png.rf.3a4f08c188360ac2224ba5d133d12583.jpg,75,"0, 1",18459,1
258_image_png.rf.636f87e71897fcd88ac5493f0b9cbcea.jpg,53,"0, 1, 2",8765,1
